==1320== NVPROF is profiling process 1320, command: ./3DConvolution.exe
==1320== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==1320== Profiling application: ./3DConvolution.exe
==1320== Profiling result:
==1320== Event result:
Invocations                                Event Name         Min         Max         Avg
Device "Tesla K40m (0)"
	Kernel: convolution3D_kernel(int, int, int, float*, float*, int)
        254                 tex0_cache_sector_queries           0           0           0
        254                 tex1_cache_sector_queries           0           0           0
        254                 tex2_cache_sector_queries           0           0           0
        254                 tex3_cache_sector_queries           0           0           0
        254                  tex0_cache_sector_misses           0           0           0
        254                  tex1_cache_sector_misses           0           0           0
        254                  tex2_cache_sector_misses           0           0           0
        254                  tex3_cache_sector_misses           0           0           0
        254                     fb_subp0_read_sectors         905       15324       15069
        254                     fb_subp1_read_sectors        1065       15368       15077
        254                    fb_subp0_write_sectors        4589        4703        4632
        254                    fb_subp1_write_sectors        4593        4705        4630
        254              l2_subp0_write_sector_misses        1905        1939        1909
        254              l2_subp1_write_sector_misses        1905        1943        1908
        254              l2_subp2_write_sector_misses        1905        1931        1908
        254              l2_subp3_write_sector_misses        1905        1932        1908
        254               l2_subp0_read_sector_misses         345        6187        6109
        254               l2_subp1_read_sector_misses         451        6181        6108
        254               l2_subp2_read_sector_misses         276        6176        6109
        254               l2_subp3_read_sector_misses         306        6186        6111
        254          l2_subp0_write_l1_sector_queries        2032        2068        2033
        254          l2_subp1_write_l1_sector_queries        2032        2068        2033
        254          l2_subp2_write_l1_sector_queries        2032        2056        2033
        254          l2_subp3_write_l1_sector_queries        2032        2060        2033
        254           l2_subp0_read_l1_sector_queries       25904       25915       25907
        254           l2_subp1_read_l1_sector_queries       25904       25915       25907
        254           l2_subp2_read_l1_sector_queries       25904       25915       25908
        254           l2_subp3_read_l1_sector_queries       25904       25915       25908
        254              l2_subp0_read_l1_hit_sectors       19760       25652       19805
        254              l2_subp1_read_l1_hit_sectors       19760       25553       19804
        254              l2_subp2_read_l1_hit_sectors       19760       25623       19805
        254              l2_subp3_read_l1_hit_sectors       19760       25584       19805
        254          l2_subp0_read_tex_sector_queries           0           0           0
        254          l2_subp1_read_tex_sector_queries           0           0           0
        254          l2_subp2_read_tex_sector_queries           0           0           0
        254          l2_subp3_read_tex_sector_queries           0           0           0
        254             l2_subp0_read_tex_hit_sectors           0           0           0
        254             l2_subp1_read_tex_hit_sectors           0           0           0
        254             l2_subp2_read_tex_hit_sectors           0           0           0
        254             l2_subp3_read_tex_hit_sectors           0           0           0
        254        rocache_subp0_gld_thread_count_32b           0           0           0
        254        rocache_subp1_gld_thread_count_32b           0           0           0
        254        rocache_subp2_gld_thread_count_32b           0           0           0
        254        rocache_subp3_gld_thread_count_32b           0           0           0
        254        rocache_subp0_gld_thread_count_64b           0           0           0
        254        rocache_subp1_gld_thread_count_64b           0           0           0
        254        rocache_subp2_gld_thread_count_64b           0           0           0
        254        rocache_subp3_gld_thread_count_64b           0           0           0
        254       rocache_subp0_gld_thread_count_128b           0           0           0
        254       rocache_subp1_gld_thread_count_128b           0           0           0
        254       rocache_subp2_gld_thread_count_128b           0           0           0
        254       rocache_subp3_gld_thread_count_128b           0           0           0
        254          rocache_subp0_gld_warp_count_32b           0           0           0
        254          rocache_subp1_gld_warp_count_32b           0           0           0
        254          rocache_subp2_gld_warp_count_32b           0           0           0
        254          rocache_subp3_gld_warp_count_32b           0           0           0
        254          rocache_subp0_gld_warp_count_64b           0           0           0
        254          rocache_subp1_gld_warp_count_64b           0           0           0
        254          rocache_subp2_gld_warp_count_64b           0           0           0
        254          rocache_subp3_gld_warp_count_64b           0           0           0
        254         rocache_subp0_gld_warp_count_128b           0           0           0
        254         rocache_subp1_gld_warp_count_128b           0           0           0
        254         rocache_subp2_gld_warp_count_128b           0           0           0
        254         rocache_subp3_gld_warp_count_128b           0           0           0
        254       l2_subp0_read_sysmem_sector_queries           0           0           0
        254       l2_subp1_read_sysmem_sector_queries           0           0           0
        254       l2_subp2_read_sysmem_sector_queries           0           0           0
        254       l2_subp3_read_sysmem_sector_queries           0           0           0
        254      l2_subp0_write_sysmem_sector_queries           0           4           0
        254      l2_subp1_write_sysmem_sector_queries           0           5           1
        254      l2_subp2_write_sysmem_sector_queries           0           4           1
        254      l2_subp3_write_sysmem_sector_queries           0           5           2
        254        l2_subp0_total_read_sector_queries       25904       25971       25923
        254        l2_subp1_total_read_sector_queries       25904       25959       25921
        254        l2_subp2_total_read_sector_queries       25944       26025       25962
        254        l2_subp3_total_read_sector_queries       25944       26033       25962
        254       l2_subp0_total_write_sector_queries        2032        2063        2037
        254       l2_subp1_total_write_sector_queries        2032        2070        2037
        254       l2_subp2_total_write_sector_queries        2032        2058        2036
